ID_Proyek,Jenis_Proyek,Lokasi,Nama_Proyek,Tanggal_Mulai,Tanggal_Selesai,Anggaran,Kontraktor
CN-0425-2023,Drainase,Surabaya,Perbaikan Drainase Surabaya,17/11/2023,06/02/2024,"537,845,909.00",PT D
CN-0426-2023,Jalan Raya,Depok,Perbaikan Jalan Raya Depok,17/11/2023,26/07/2024,"800,732,653.00",PT C
CN-0427-2023,Jembatan,Surabaya,Pembuatan Jembatan Surabaya,18/11/2023,09/11/2024,"676,299,944.00",PT D
CN-0428-2023,Jembatan,Jakarta,Pembuatan Jembatan Jakarta,18/11/2023,08/07/2024,"5,621,717,823.00",PT.  Lailasari Hariyah (Persero) Tbk
CN-0429-2023,Gedung,Surabaya,Perbaikan Gedung Pemerintah Surabaya,18/11/2023,30/04/2024,"1,652,704,535.00",CV Sihombing
CN-0430-2023,Jembatan,Tomohon,Perbaikan Jembatan Tomohon,19/11/2023,25/10/2024,"2,696,276,120.00",PT A
CN-0431-2023,Drainase,Surabaya,Perbaikan Drainase Surabaya,19/11/2023,08/08/2024,"344,399,927.00",PT.  Lailasari Hariyah (Persero) Tbk
CN-0432-2023,Drainase,Depok,Perbaikan Drainase Depok,19/11/2023,05/07/2024,"624,334,418.00",PT D
CN-0433-2023,Jembatan,Bandung,Perbaikan Jembatan Bandung,22/11/2023,24/06/2024,"7,036,506,058.00",PT D
CN-0436-2023,Jembatan,Depok,Perbaikan Jembatan Depok,24/11/2023,12/09/2024,"5,694,242,987.00",PT.  Yuniar Hakim Tbk
CN-0438-2023,Drainase,Tomohon,Perbaikan Drainase Tomohon,28/11/2023,24/07/2024,"449,824,902.00",PT D
CN-0439-2023,Jalan Raya,Bandung,Perbaikan Jalan Raya Bandung,29/11/2023,14/10/2024,"687,256,096.00",PT A
CN-0440-2023,Jalan Raya,Depok,Perbaikan Jalan Raya Depok,29/11/2023,07/09/2024,"529,398,283.00",PT B
CN-0441-2023,Gedung,Surabaya,Perbaikan Gedung Pemerintah Surabaya,29/11/2023,14/06/2024,"4,710,182,773.00",PT.  Yuniar Hakim Tbk
CN-0442-2023,Jalan Raya,Medan,Perbaikan Jalan Raya Medan,30/11/2023,25/03/2024,"744,960,204.00",CV Sihombing
CN-0444-2023,Flyover,Jakarta,Pembuatan Flyover Jakarta,01/12/2023,19/07/2024,"3,574,507,730.00",PT B
CN-0445-2023,Flyover,Depok,Pembuatan Flyover Depok,01/12/2023,21/08/2024,"2,640,159,197.00",PT D
CN-0446-2023,Jembatan,Jakarta,Perbaikan Jembatan Jakarta,02/12/2023,03/07/2024,"857,010,798.00",PT.  Yuniar Hakim Tbk
CN-0447-2023,Flyover,Makassar,Pembuatan Flyover Makassar,02/12/2023,24/11/2024,"3,902,836,313.00",PT.  Yuniar Hakim Tbk
CN-0448-2023,Jalan Raya,Makassar,Perbaikan Jalan Raya Makassar,03/12/2023,01/05/2024,"313,061,138.00",PT A
CN-0449-2023,Flyover,Jakarta,Pembuatan Flyover Jakarta,03/12/2023,30/06/2024,"3,704,994,376.00",PT D
CN-0450-2023,Jembatan,Bandung,Pembuatan Jembatan Bandung,03/12/2023,15/01/2024,"6,935,528,254.00",CV Sihombing
CN-0451-2023,Gedung,Makassar,Perbaikan Gedung Pemerintah Makassar,05/12/2023,27/09/2024,"1,827,330,534.00",PT C
CN-0452-2023,Jalan Raya,Surabaya,Perbaikan Jalan Raya Surabaya,06/12/2023,13/05/2024,"643,095,755.00",PT B
CN-0453-2023,Jalan Raya,Makassar,Perbaikan Jalan Raya Makassar,08/12/2023,03/07/2024,"195,287,277.00",PT B
CN-0454-2023,Gedung,Tomohon,Perbaikan Gedung Pemerintah Tomohon,08/12/2023,01/05/2024,"6,786,324,237.00",PT.  Yuniar Hakim Tbk
CN-0455-2023,Drainase,Bandung,Perbaikan Drainase Bandung,09/12/2023,29/10/2024,"499,105,719.00",CV Sihombing
CN-0456-2023,Drainase,Tomohon,Perbaikan Drainase Tomohon,11/12/2023,20/01/2024,"461,111,964.00",CV Sihombing
CN-0457-2023,Flyover,Tomohon,Perbaikan Flyover Tomohon,12/12/2023,08/07/2024,"3,310,535,255.00",PT.  Lailasari Hariyah (Persero) Tbk
CN-0458-2023,Gedung,Makassar,Perbaikan Gedung Pemerintah Makassar,12/12/2023,18/09/2024,"1,639,451,183.00",PT D
CN-0459-2023,Gedung,Makassar,Perbaikan Gedung Pemerintah Makassar,13/12/2023,25/10/2024,"2,042,593,058.00",PT.  Lailasari Hariyah (Persero) Tbk
CN-0460-2023,Flyover,Surabaya,Pembuatan Flyover Surabaya,13/12/2023,12/04/2024,"2,438,226,800.00",PT D
CN-0463-2023,Drainase,Surabaya,Perbaikan Drainase Surabaya,21/12/2023,24/06/2024,"633,299,430.00",PT.  Yuniar Hakim Tbk
CN-0464-2023,Drainase,Depok,Perbaikan Drainase Depok,22/12/2023,30/10/2024,"518,578,528.00",PT.  Yuniar Hakim Tbk
CN-0465-2023,Flyover,Makassar,Pembuatan Flyover Makassar,23/12/2023,23/10/2024,"2,716,743,578.00",PT.  Lailasari Hariyah (Persero) Tbk
CN-0466-2023,Gedung,Bandung,Perbaikan Gedung Pemerintah Bandung,24/12/2023,14/10/2024,"3,558,366,170.00",PT B
CN-0467-2023,Flyover,Surabaya,Pembuatan Flyover Surabaya,24/12/2023,30/06/2024,"3,504,700,319.00",PT A
CN-0468-2023,Gedung,Bandung,Perbaikan Gedung Pemerintah Bandung,24/12/2023,01/09/2024,"8,473,123,375.00",PT.  Lailasari Hariyah (Persero) Tbk
CN-0470-2023,Flyover,Makassar,Perbaikan Flyover Makassar,25/12/2023,02/10/2024,"3,697,961,455.00",PT D
CN-0471-2023,Gedung,Medan,Perbaikan Gedung Pemerintah Medan,26/12/2023,17/03/2024,"9,185,210,892.00",PT.  Yuniar Hakim Tbk
CN-0472-2023,Drainase,Tomohon,Perbaikan Drainase Tomohon,26/12/2023,05/10/2024,"577,434,070.00",PT D
CN-0473-2023,Gedung,Bau-Bau,Perbaikan Gedung Pemerintah Bau-Bau,26/12/2023,28/04/2023,"9,221,677,626.00",PT.  Yuniar Hakim Tbk
CN-0474-2023,Flyover,Bau-Bau,Pembuatan Flyover Bau-Bau,27/12/2023,28/11/2024,"4,616,485,762.00",CV Sihombing
CN-0476-2023,Drainase,Jakarta,Perbaikan Drainase Jakarta,29/12/2023,15/11/2024,"419,613,481.00",PT D
CN-0477-2023,Drainase,Bandung,Perbaikan Drainase Bandung,29/12/2023,24/02/2024,"271,658,499.00",PT A
CN-0478-2023,Flyover,Makassar,Pembuatan Flyover Makassar,30/12/2023,18/06/2024,"3,282,339,654.00",PT B
CN-0479-2023,Gedung,Surabaya,Perbaikan Gedung Pemerintah Surabaya,31/12/2023,28/09/2024,"2,974,669,932.00",PT B
